player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tommy DeVito,60545,QB,NYG,1,-40.0,0,11,21,66.7,3,5,0.3,3.02,1,0,0.0,20.0,1,6,50.0,9,81.8,1,0,,,,73.6,48.1,78.1,46.9,,,54.0,0,0,11,33.3,39.6,22.2,2,2,0,1,0,0,0.0,-1,-0.2,50.0,4,5,-2.8,2.99,1,0,0.0,40.0,2,4,0.0,8,72.7,0,0,,,,72.5,48.6,77.9,47.2,,,54.0,0,0,8,25.0,47.9,12.5,1,2,0,0,0,0,0.0,-1,-0.2,100.0,1,2,2.0,2.9,0,0,0.0,0.0,0,2,100.0,3,27.3,1,0,,,,68.0,51.5,69.9,52.1,,,,0,0,5,50.0,39.6,33.3,1,0,0,1,0,0,0.0,0,0.0,0,50.0,2,2,-5.0,2.7,0,0,0.0,50.0,1,0,0.0,2,18.2,0,0,,,,63.6,53.9,66.9,54.5,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0,0.2
Brett Rypien,46487,QB,LA,1,0.0,0,11,26,57.1,7,8,9.0,2.52,1,0,0.0,37.5,3,4,25.0,9,81.8,1,1,,,,70.9,36.7,0.0,42.1,,,,0,0,9,25.0,47.9,11.1,1,0,0,0,0,0,0.0,28,3.5,71.4,7,8,6.1,2.22,1,0,0.0,50.0,4,4,20.0,9,81.8,1,1,,,,70.9,44.0,0.0,49.2,,,,0,0,9,25.0,58.9,11.1,1,0,0,0,0,0,0.0,29,3.6,50.0,2,2,10.0,2.8,0,0,0.0,50.0,1,0,0.0,2,18.2,0,1,,,,63.6,46.3,66.9,47.6,,,,0,0,2,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,0,100.0,2,2,0.0,1.45,0,0,0.0,100.0,2,0,0.0,2,18.2,0,1,,,,63.6,62.2,66.9,61.9,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,14,7.0,2.87
Taysom Hill,12112,TE,NO,5,-80.0,0,9,20,80.0,5,5,13.0,3.01,0,0,0.0,80.0,4,4,0.0,9,100.0,0,4,60.0,60.0,81.1,82.7,71.4,86.4,55.4,58.3,60.0,87.3,0,0,10,25.0,118.8,11.1,1,3,0,0,0,0,0.0,69,13.8,80.0,5,5,13.0,2.91,0,0,0.0,80.0,4,4,0.0,8,88.9,0,3,60.0,60.0,81.1,82.5,69.5,85.9,55.4,58.5,60.0,83.5,0,0,8,25.0,118.8,12.5,1,2,0,0,0,0,0.0,69,13.8,,0,0,,3.8,0,0,,,0,0,,1,11.1,0,1,,,64.7,65.6,65.3,76.1,,48.7,,78.3,0,0,2,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.7,61.2,52.8,75.8,,52.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.8
Cooper Rush,12324,QB,DAL,4,28.57,0,9,9,71.4,7,7,8.4,1.93,0,0,0.0,71.4,5,2,0.0,8,88.9,0,1,,,,74.5,49.6,76.4,45.6,,,61.9,0,0,8,50.0,77.1,12.5,1,0,0,0,0,0,0.0,26,3.7,71.4,7,7,8.0,1.81,0,0,0.0,71.4,5,2,0.0,8,88.9,0,1,,,,74.5,49.6,76.4,45.6,,,61.9,0,0,8,50.0,81.3,12.5,1,0,0,0,0,0,0.0,33,4.7,100.0,1,1,-2.0,2.1,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,0,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-6.71
Drew Lock,39517,QB,SEA,1,-40.0,0,6,29,60.0,5,6,11.0,2.33,1,0,0.0,33.3,2,2,33.3,6,100.0,1,2,,,,69.9,59.7,74.1,55.7,,,62.9,0,0,6,0.0,73.6,0.0,0,0,0,0,0,0,0.0,63,10.5,50.0,4,5,9.5,2.22,1,0,0.0,40.0,2,2,0.0,5,83.3,0,2,,,,69.2,52.3,73.9,47.3,,,62.9,0,0,5,0.0,87.5,0.0,0,0,0,0,0,0,0.0,63,12.6,100.0,1,1,17.0,2.9,0,0,0.0,0.0,0,0,100.0,1,16.7,1,0,,,,60.4,72.1,64.6,70.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-12.6
Jaren Hall,82094,QB,MIN,1,-50.0,0,5,18,66.7,3,3,4.3,2.88,0,0,0.0,66.7,2,2,0.0,4,80.0,0,1,,,,68.7,76.8,72.3,76.2,,,60.0,0,0,4,50.0,85.4,25.0,1,0,0,0,0,0,0.0,20,6.7,100.0,2,2,3.0,2.7,0,0,0.0,100.0,2,1,0.0,3,60.0,0,1,,,,67.8,76.7,71.9,75.9,,,60.0,0,0,3,100.0,106.3,33.3,1,0,0,0,0,0,0.0,19,9.5,50.0,2,2,3.0,2.8,0,0,0.0,50.0,1,1,0.0,2,40.0,0,0,,,,63.6,62.3,66.9,62.0,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,0,100.0,1,1,-1.0,2.2,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-7.5
Blaine Gabbert,6162,QB,KC,1,50.0,0,5,16,50.0,4,4,9.0,2.7,0,0,0.0,50.0,2,2,0.0,4,80.0,0,2,,,,70.2,38.6,74.9,36.5,,,60.0,0,2,5,0.0,31.3,0.0,0,0,0,0,0,1,20.0,26,6.5,50.0,4,4,9.0,2.7,0,0,0.0,50.0,2,2,0.0,4,80.0,0,2,,,,70.2,38.6,74.9,36.5,,,60.0,0,2,5,0.0,31.3,0.0,0,0,0,0,0,1,20.0,26,6.5,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.5
Mike White,46453,QB,MIA,2,-66.67,0,3,17,50.0,2,2,21.5,2.4,0,1,50.0,50.0,1,0,0.0,2,66.7,0,1,,,,70.1,44.4,75.5,37.5,,,61.0,0,1,2,,95.8,0.0,0,0,0,0,1,1,50.0,68,34.0,66.7,3,3,12.0,2.2,0,1,33.3,66.7,2,0,0.0,3,100.0,0,1,,,,70.7,46.2,75.6,40.0,,,61.0,0,1,3,,109.7,0.0,0,0,0,0,1,1,33.3,67,22.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-7.0,1.8,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,-22.33
Derrick Henry,10679,HB,TEN,2,-100.0,0,2,31,50.0,2,2,15.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,75.6,89.6,84.5,81.8,66.0,64.8,,81.7,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0,100.0,1,1,8.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,76.5,89.5,87.2,81.3,70.4,74.6,,81.7,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0.0,1,1,22.0,3.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,74.6,69.5,67.2,75.8,57.4,74.7,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,75.6,69.5,76.5,72.2,,91.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.0
C.J. Beathard,11859,QB,JAX,1,-100.0,0,2,15,100.0,2,2,3.5,2.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,69.1,56.8,71.5,55.1,,,60.5,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,100.0,2,2,3.5,2.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,69.1,56.8,71.5,55.1,,,60.5,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.5
Tyler Huntley,46448,QB,BLT,2,0.0,0,2,3,0.0,1,1,25.0,3.15,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,66.1,44.1,70.6,50.4,,,53.8,0,0,2,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,1,1,25.0,2.1,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,64.5,46.1,69.9,50.4,,,58.8,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.2,0,0,,,0,0,,1,50.0,0,0,,,,60.4,55.9,64.6,,,,57.9,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Aaron Rodgers,2241,QB,NYJ,1,0.0,0,2,22,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,65.5,39.4,69.2,41.1,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,65.5,39.4,69.2,41.1,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jonnu Smith,11855,TE,ATL,1,0.0,0,1,2,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,63.2,26.1,59.2,44.0,56.3,62.9,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,67.7,23.5,51.5,37.8,56.3,57.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,61.8,71.9,91.1,77.5,,91.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,72.1,67.0,67.3,76.2,,75.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Josh Jacobs,45953,HB,LV,1,0.0,0,1,23,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,49.1,73.6,60.1,36.0,60.0,47.0,,65.7,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,60.3,90.1,62.8,32.1,60.0,60.8,,65.7,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,49.2,16.9,52.8,74.2,,32.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.6,68.8,65.7,72.9,,71.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jake Browning,46401,QB,CIN,1,0.0,0,1,7,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,64.5,55.2,69.2,55.1,,,60.0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,64.5,55.2,69.2,55.1,,,60.0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Logan Cooke,29214,P,JAX,1,-100.0,0,1,15,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.3,65.7,66.9,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.3,65.7,66.9,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.0
Sam Darnold,29048,QB,SF,1,-100.0,0,1,28,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,69.7,62.9,74.5,,,,61.3,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,70.4,63.5,74.7,60.4,,,61.3,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,-1.0
Christian Kirk,47546,WR,JAX,1,-100.0,0,1,15,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,71.4,28.9,74.5,86.7,,73.8,,63.3,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,61.9,77.7,69.7,86.9,60.0,69.6,,63.3,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,76.5,18.5,68.5,78.2,,69.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,52.1,70.1,49.0,78.5,60.0,54.0,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,1.0
Parris Campbell,47940,WR,NYG,1,0.0,0,1,21,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,65.6,73.3,50.5,81.3,60.0,49.9,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,60.2,72.0,47.8,81.0,60.0,47.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.6,68.8,63.9,77.3,,63.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,68.3,64.0,58.0,77.8,,58.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Cedrick Wilson Jr.,48170,WR,MIA,1,0.0,0,1,17,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,76.5,70.6,72.1,82.4,60.0,72.1,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,74.6,69.5,63.9,82.4,60.0,65.4,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,68.3,64.0,67.0,72.9,,71.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,42.0,72.7,,52.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Darnell Mooney,48236,WR,CHI,1,0.0,0,1,6,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,61.8,72.9,59.5,84.2,,59.9,,53.4,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,45.7,72.5,53.6,84.1,,56.4,,59.2,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,70.5,67.0,61.9,76.5,,63.0,,56.8,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,36.2,65.8,40.4,75.4,,52.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Nathan Peterman,11926,QB,CHI,1,0.0,0,1,6,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,65.2,58.4,68.2,60.0,,,60.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,65.2,58.4,68.2,60.0,,,60.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Malik Cunningham,60436,QB,NE,1,0.0,0,1,19,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,60.4,54.4,69.2,60.0,58.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,56.9,68.3,,58.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,60.4,55.5,66.1,60.0,59.8,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,58.2,63.6,,59.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Devin Singletary,40485,HB,HST,1,100.0,0,1,13,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,41.6,83.1,54.9,82.9,69.5,42.6,,57.5,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,52.1,83.2,54.4,83.4,,47.0,,57.5,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.4,66.4,71.9,69.5,52.6,,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,64.1,74.4,,67.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.0
Kadarius Toney,61245,WR,KC,1,0.0,0,1,16,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,38.4,74.3,57.7,81.8,55.1,60.6,,48.6,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,25.3,64.1,81.9,,66.3,,48.6,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,36.2,67.0,53.8,72.8,55.1,56.8,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,78.0,19.8,71.8,74.0,,70.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Chris Godwin,11839,WR,TB,1,0.0,0,1,30,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,90.0,78.0,80.4,86.8,49.6,80.8,,63.1,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,87.3,76.6,77.7,86.4,,77.2,,63.1,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,78.7,72.0,75.9,78.9,49.6,77.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,61.9,74.7,,61.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Clayton Tune,77652,QB,ARZ,1,-100.0,0,1,1,100.0,1,1,4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.6,64.6,60.4,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,1,4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.6,64.6,60.4,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.0
Amon-Ra St. Brown,84470,WR,DET,1,0.0,0,1,11,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,79.1,39.2,84.5,86.5,60.0,85.5,,60.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,69.2,35.7,81.0,86.2,60.0,82.3,,60.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,80.0,72.3,80.1,78.9,,78.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,54.5,70.1,66.7,76.4,,66.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Drake London,86519,WR,ATL,1,100.0,0,1,2,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,79.4,77.3,79.6,86.9,69.5,78.9,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,77.3,76.5,73.1,86.4,,72.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,75.6,70.1,84.1,79.4,69.5,80.5,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,59.4,75.7,,59.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,22.0
