player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Gunnar Holmberg,77625,QB,FIU,1,17.5,0,27,166,68.8,16,18,8.4,2.82,0,0,0.0,61.1,11,8,0.0,24,88.9,0,6,,,,,27.3,58.3,74.6,58.1,,60.4,,0,0,27,12.5,90.3,4.2,1,5,1,1,1,2,7.4,81,4.5,71.4,14,16,6.4,2.41,0,0,0.0,62.5,10,5,0.0,20,74.1,0,5,,,,,25.1,54.0,74.0,50.6,,63.1,,0,0,21,0.0,93.2,0.0,0,4,1,1,1,2,9.5,70,4.4,80.0,5,5,7.4,3.4,0,0,0.0,80.0,4,3,0.0,7,25.9,0,2,,,,,65.1,69.0,69.8,72.6,,57.3,,0,0,9,33.3,94.2,14.3,1,1,0,0,0,0,0.0,33,6.6,0,100.0,3,3,-2.7,1.4,0,0,0.0,100.0,3,0,0.0,3,11.1,0,1,,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,2.22
Gavin Wimsatt,155757,QB,RUTGERS,3,-9.09,0,26,278,55.6,18,20,16.3,3.59,1,2,9.5,40.0,8,7,20.0,23,88.5,2,6,,,,,72.6,58.8,29.0,55.3,,64.2,,0,2,24,28.6,32.5,8.7,2,1,0,1,1,2,8.3,96,4.8,55.6,9,11,12.6,3.28,1,0,0.0,45.5,5,5,0.0,13,50.0,0,3,,,,,72.5,49.2,25.9,36.5,,66.3,,0,2,15,20.0,12.9,7.7,1,0,0,1,0,2,13.3,32,2.9,63.6,11,11,15.8,3.32,0,2,18.2,36.4,4,2,42.9,13,50.0,3,3,,,,,66.0,75.2,71.0,77.8,,57.3,,0,0,13,50.0,89.6,7.7,1,1,0,0,1,0,0.0,71,6.5,0,100.0,2,2,-3.0,1.1,0,0,0.0,50.0,1,0,50.0,3,11.5,1,0,,,,,63.3,61.6,67.4,61.4,,,,0,0,4,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,3.54
Kai Horton,144418,QB,TULANE,2,7.06,0,25,319,60.0,20,21,15.3,2.6,0,4,18.2,52.4,11,6,8.3,23,92.0,1,7,,,,,27.3,81.9,76.5,78.2,,70.3,,0,0,24,33.3,104.9,8.7,2,0,0,1,2,2,8.3,138,6.6,62.5,16,17,11.6,2.33,0,1,5.9,52.9,9,4,10.0,18,72.0,1,5,,,,,25.0,64.9,76.1,58.5,,70.3,,0,0,18,25.0,106.5,5.6,1,0,0,1,2,2,11.1,86,5.1,60.0,5,5,23.8,3.09,0,3,50.0,60.0,3,3,0.0,7,28.0,0,3,,,,,15.7,84.1,69.5,83.4,,,,0,0,8,66.7,137.5,28.6,2,0,0,0,1,1,12.5,55,11.0,0,100.0,1,1,-1.0,1.95,0,0,0.0,100.0,1,1,0.0,2,8.0,0,1,,,,,9.2,28.4,65.5,28.8,,,,0,0,2,100.0,118.8,50.0,1,0,0,0,1,1,50.0,3,3.0,5.94
Brady Olson,147415,QB,UMASS,4,-13.33,0,25,216,43.8,16,16,10.5,2.91,0,0,0.0,43.8,7,6,0.0,21,84.0,0,5,,,,,25.1,35.5,75.7,34.1,,53.7,,0,2,21,33.3,11.5,9.5,2,3,0,0,0,2,9.5,46,2.9,60.0,15,15,7.2,2.35,0,0,0.0,53.3,8,3,11.1,17,68.0,1,4,,,,,23.3,48.7,75.4,53.3,,48.2,,0,1,17,0.0,31.3,0.0,0,2,0,0,0,1,5.9,34,2.3,40.0,5,5,8.6,3.04,0,0,0.0,40.0,2,3,0.0,8,32.0,0,1,,,,,64.9,30.8,69.5,28.2,,64.2,,0,1,8,66.7,8.3,25.0,2,1,0,0,0,1,12.5,10,2.0,0,100.0,4,4,-4.3,0.8,0,0,0.0,75.0,3,0,25.0,4,16.0,1,0,,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,-2,-0.5,-0.27
Nick Patti,77614,QB,PITTSBURGH,1,-25.27,0,24,268,53.3,15,19,9.7,2.83,1,0,0.0,42.1,8,12,0.0,23,95.8,0,3,,,,,68.2,61.7,12.3,63.2,,60.6,,0,0,24,16.7,67.4,8.7,2,2,0,3,1,0,0.0,58,3.1,53.8,13,13,9.5,2.63,0,0,0.0,53.8,7,7,0.0,15,62.5,0,3,,,,,67.4,63.4,6.0,68.6,,55.6,,0,0,16,14.3,93.8,6.7,1,1,0,0,1,0,0.0,66,5.1,66.7,3,7,6.3,3.08,1,0,0.0,28.6,2,5,0.0,9,37.5,0,1,,,,,65.1,58.2,69.8,51.8,,64.0,,0,0,9,20.0,39.6,11.1,1,1,0,3,0,0,0.0,13,1.9,0,100.0,1,1,-3.0,2.1,0,0,0.0,100.0,1,0,0.0,1,4.2,0,1,,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0,-3.22
Tate Rodemaker,122414,QB,FLORIDA ST,3,30.0,0,24,167,64.3,14,18,14.8,3.4,2,1,4.5,50.0,9,14,0.0,22,91.7,0,7,,,,,28.8,61.0,77.5,54.8,,67.7,,0,2,26,14.3,75.9,9.1,2,2,0,2,2,4,15.4,150,8.3,50.0,8,10,9.6,3.48,1,0,0.0,40.0,4,8,0.0,13,54.2,0,1,,,,,24.5,40.4,76.8,27.8,,67.7,,0,2,14,12.5,8.3,7.7,1,2,0,1,0,4,28.6,19,1.9,87.5,8,10,15.0,3.02,1,1,7.7,70.0,7,6,0.0,11,45.8,0,6,,,,,66.2,85.8,71.2,85.0,,,,0,0,14,16.7,152.1,9.1,1,0,0,1,2,0,0.0,134,13.4,0,100.0,2,2,-5.0,1.85,0,0,0.0,100.0,2,0,0.0,2,8.3,0,0,,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,11.5
Cade Ballard,102861,QB,ARMY,3,-23.33,0,24,114,75.0,20,21,16.1,2.41,0,3,13.6,66.7,14,11,6.7,24,100.0,1,9,,,,,45.5,77.5,77.7,84.3,,60.5,,1,0,25,18.2,141.5,8.3,2,1,0,0,2,0,0.0,309,14.7,85.7,14,15,14.9,2.14,0,3,18.8,73.3,11,7,8.3,17,70.8,1,7,,,,,42.7,79.6,77.3,90.2,,60.5,,1,0,18,14.3,137.5,5.9,1,1,0,0,1,0,0.0,230,15.3,50.0,6,6,18.7,3.09,0,0,0.0,50.0,3,4,0.0,7,29.2,0,2,,,,,64.6,60.9,69.1,60.7,,,,0,0,7,25.0,135.4,14.3,1,0,0,0,1,0,0.0,79,13.2,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.16
Drew Allar,164157,QB,PENN STATE,4,-16.67,0,23,266,64.3,14,15,15.5,2.88,1,3,20.0,53.3,8,6,11.1,18,78.3,1,7,,,,,69.0,85.5,74.9,84.7,,65.1,,0,0,18,33.3,121.1,11.1,2,1,0,0,2,0,0.0,126,8.4,71.4,14,15,9.2,2.24,1,1,6.7,66.7,10,4,0.0,17,73.9,0,8,,,,,68.9,76.8,74.9,71.9,,69.4,,0,0,17,50.0,112.1,11.8,2,0,0,0,1,0,0.0,116,7.7,75.0,4,4,20.8,3.88,0,2,50.0,50.0,2,2,33.3,6,26.1,1,2,,,,,64.2,90.4,68.6,91.3,,61.7,,0,0,6,0.0,132.3,0.0,0,2,0,0,1,0,0.0,47,11.8,0,100.0,4,4,-1.3,1.92,0,0,0.0,100.0,4,0,0.0,5,21.7,0,3,,,,,63.8,72.5,68.1,64.7,,64.3,,0,0,5,,105.2,0.0,0,1,0,0,0,0,0.0,37,9.3,4.02
Haden Carlson,123620,QB,FIU,2,-52.17,0,23,166,50.0,16,18,9.6,2.36,0,0,0.0,44.4,8,6,0.0,18,78.3,0,2,,,,,26.5,44.7,74.4,52.5,,43.7,,0,1,19,0.0,35.4,0.0,0,0,0,2,0,1,5.3,84,4.7,57.1,21,23,6.6,2.2,0,0,0.0,52.2,12,7,0.0,23,100.0,0,3,,,,,28.2,47.8,74.9,55.1,,43.7,,0,1,24,0.0,45.4,0.0,0,0,0,2,0,1,4.2,99,4.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,80.0,5,5,-3.2,1.6,0,0,0.0,80.0,4,1,0.0,5,21.7,0,1,,,,,63.8,65.6,68.1,65.4,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,15,3.0,-4.3
Gunnar Gundy,144649,QB,OKLA STATE,1,-11.11,0,23,262,72.2,18,18,8.0,2.26,0,0,0.0,61.1,11,6,15.4,21,91.3,2,6,,,,,70.8,71.1,74.6,58.8,,76.2,,0,0,21,16.7,119.4,4.8,1,2,0,0,2,0,0.0,127,7.1,77.8,18,18,7.6,2.05,0,0,0.0,61.1,11,5,21.4,20,87.0,3,6,,,,,70.8,76.8,74.5,63.3,,79.9,,0,1,20,20.0,95.8,5.0,1,1,0,0,2,0,0.0,125,6.9,50.0,2,2,4.0,2.9,0,0,0.0,50.0,1,1,0.0,3,13.0,0,0,,,,,62.7,43.5,66.6,48.2,,57.3,,0,0,3,0.0,56.3,0.0,0,1,0,0,0,0,0.0,3,1.5,0,100.0,2,2,0.0,1.1,0,0,0.0,50.0,1,0,50.0,2,8.7,1,0,,,,,61.8,62.9,65.5,62.7,,,,0,1,2,,16.7,0.0,0,0,0,0,0,0,0.0,1,0.5,-5.44
Kyle Crum,158784,QB,S DIEGO ST,2,15.0,0,22,284,31.3,16,17,12.9,2.7,1,0,0.0,29.4,5,12,0.0,22,100.0,0,3,,,,,20.2,28.2,20.0,26.9,,58.3,,0,1,24,33.3,35.2,18.2,4,1,0,0,1,5,20.8,53,3.1,25.0,12,12,12.8,2.89,0,0,0.0,25.0,3,10,0.0,16,72.7,0,2,,,,,18.2,27.7,16.8,25.9,,58.3,,0,1,18,30.0,32.6,18.8,3,1,0,0,1,5,27.8,33,2.8,50.0,4,5,13.5,2.18,1,0,0.0,40.0,2,2,0.0,6,27.3,0,1,,,,,64.2,51.1,68.6,51.1,,,,0,0,6,50.0,52.1,16.7,1,0,0,0,0,0,0.0,20,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1.25
Jalen Milroe,146590,QB,ALABAMA,3,-25.0,0,21,103,69.2,13,15,8.5,3.15,1,0,0.0,60.0,9,3,0.0,18,85.7,0,7,,,,,69.2,71.3,75.5,60.3,,74.7,,0,1,21,0.0,42.1,0.0,0,3,0,1,0,1,4.8,64,4.3,81.8,11,12,3.4,3.09,0,0,0.0,75.0,9,2,0.0,14,66.7,0,5,,,,,68.8,77.3,75.0,69.5,,71.5,,0,0,15,0.0,111.1,0.0,0,2,0,1,1,0,0.0,54,4.5,60.0,5,6,12.4,2.7,1,0,0.0,50.0,3,1,0.0,7,33.3,0,3,,,,,65.4,57.8,70.1,51.9,,64.9,,0,1,10,0.0,26.4,0.0,0,1,0,0,0,1,10.0,32,5.3,0,100.0,3,3,-3.7,1.8,0,0,0.0,100.0,3,0,0.0,3,14.3,0,1,,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,136.8,0.0,0,0,0,0,1,0,0.0,22,7.3,0.83
Behren Morton,144747,QB,TEXAS TECH,2,-16.67,0,21,315,62.5,16,16,13.9,3.39,0,0,0.0,62.5,10,6,0.0,20,95.2,0,10,,,,,25.9,63.5,74.4,69.7,,50.3,,0,2,21,16.7,81.3,5.0,1,3,0,0,1,1,4.8,176,11.0,66.7,15,15,11.7,3.33,0,0,0.0,66.7,10,5,0.0,19,90.5,0,9,,,,,25.5,61.2,74.3,67.4,,50.3,,0,1,20,20.0,74.6,5.3,1,3,0,0,0,1,5.0,161,10.7,50.0,2,2,20.5,2.6,0,0,0.0,50.0,1,1,0.0,2,9.5,0,1,,,,,61.8,70.5,65.5,70.1,,,,0,1,2,0.0,87.5,0.0,0,0,0,0,1,0,0.0,21,10.5,0,100.0,1,1,-5.0,0.7,0,0,0.0,100.0,1,0,0.0,1,4.8,0,0,,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,-0.23
Chandler Morris,122938,QB,TCU,1,9.89,0,21,305,69.2,13,13,9.4,2.97,0,0,0.0,46.2,6,4,33.3,14,66.7,3,3,,,,,68.8,58.4,0.0,67.5,,51.6,,0,0,15,0.0,57.5,0.0,0,1,0,0,0,0,0.0,53,4.1,69.2,13,13,6.2,2.65,0,0,0.0,61.5,8,4,11.1,14,66.7,1,4,,,,,68.8,56.4,0.0,65.7,,51.6,,0,0,15,0.0,76.4,0.0,0,1,0,0,0,0,0.0,72,5.5,100.0,7,7,3.1,1.73,0,0,0.0,71.4,5,1,28.6,7,33.3,2,2,,,,,64.6,69.1,69.1,68.8,,,,0,0,7,0.0,84.8,0.0,0,0,0,0,0,0,0.0,39,5.6,0,100.0,7,7,-2.7,1.09,0,0,0.0,100.0,7,1,0.0,7,33.3,0,3,,,,,64.6,66.2,69.1,65.9,,,,0,0,7,0.0,101.2,0.0,0,0,0,0,0,0,0.0,58,8.3,0.03
Ty Keyes,145417,QB,SO MISS,2,1.67,0,20,296,53.3,15,15,15.6,2.71,0,2,12.5,53.3,8,6,0.0,18,90.0,0,6,,,,,72.5,64.5,76.2,62.8,,62.0,,0,2,19,0.0,98.6,0.0,0,3,0,0,3,1,5.3,273,18.2,58.3,12,12,14.7,2.68,0,2,15.4,58.3,7,4,0.0,15,75.0,0,4,,,,,72.5,61.3,75.9,57.5,,62.0,,0,1,16,0.0,86.8,0.0,0,3,0,0,1,1,6.3,124,10.3,60.0,5,5,10.8,2.34,0,0,0.0,60.0,3,2,0.0,5,25.0,0,2,,,,,63.8,72.7,68.1,72.3,,,,0,1,5,0.0,104.2,0.0,0,0,0,0,2,0,0.0,148,29.6,0,100.0,2,2,-2.0,1.6,0,0,0.0,100.0,2,0,0.0,2,10.0,0,0,,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-0.5,19.27
Carson Beck,124010,QB,GEORGIA,3,12.99,0,20,173,76.9,13,13,10.1,2.61,0,1,7.1,69.2,9,2,10.0,14,70.0,1,6,,,,,25.7,64.8,74.3,78.5,,42.7,,0,0,15,0.0,122.6,0.0,0,1,0,0,1,0,0.0,116,8.9,81.8,11,11,4.1,1.87,0,0,0.0,72.7,8,1,11.1,13,65.0,1,5,,,,,24.9,52.7,74.1,66.7,,42.7,,0,0,13,0.0,96.8,0.0,0,1,0,0,0,0,0.0,90,8.2,85.7,7,7,10.1,2.57,0,1,12.5,85.7,6,1,0.0,7,35.0,0,3,,,,,64.9,82.4,69.5,81.8,,,,0,0,8,0.0,147.9,0.0,0,0,0,0,1,0,0.0,70,10.0,0,100.0,5,5,-3.0,0.95,0,0,0.0,100.0,5,0,0.0,6,30.0,0,2,,,,,64.2,63.4,68.6,63.2,,,,0,0,6,,103.3,0.0,0,0,0,0,0,0,0.0,44,8.8,1.82
Billy Edwards Jr.,144185,QB,MARYLAND,3,36.36,0,20,215,70.0,10,10,13.7,3.42,0,1,9.1,70.0,7,11,0.0,17,85.0,0,5,,,,,23.8,80.5,74.1,69.3,,77.7,,0,0,19,45.5,135.8,29.4,5,2,0,0,2,1,5.3,86,8.6,70.0,10,11,11.4,3.24,0,1,8.3,63.6,7,11,0.0,17,85.0,0,4,,,,,67.5,79.3,74.0,70.6,,74.6,,0,0,18,36.4,113.1,23.5,4,2,0,1,1,0,0.0,73,6.6,100.0,2,2,9.0,3.1,0,0,0.0,100.0,2,1,0.0,3,15.0,0,1,,,,,10.7,66.2,67.4,57.4,,64.3,,0,0,4,100.0,156.3,33.3,1,0,0,0,1,1,25.0,24,12.0,0,100.0,2,3,-2.5,2.07,0,0,0.0,66.7,2,1,0.0,3,15.0,0,0,,,,,62.7,60.4,66.6,60.2,,,,0,0,3,0.0,72.9,0.0,0,0,0,1,0,0,0.0,11,3.7,5.36
Trexler Ivey,122184,QB,CHARLOTTE,1,5.45,0,18,136,50.0,12,13,12.3,3.73,0,0,0.0,46.2,6,2,0.0,15,83.3,0,6,,,,,21.3,55.9,72.5,52.6,,63.7,,0,0,15,50.0,93.1,6.7,1,1,0,1,1,1,6.7,84,6.5,54.5,11,11,9.2,2.78,0,0,0.0,54.5,6,1,0.0,12,66.7,0,5,,,,,65.8,59.1,72.0,55.3,,63.7,,0,0,12,0.0,102.1,0.0,0,1,0,0,1,0,0.0,64,5.8,75.0,4,5,10.5,4.53,0,0,0.0,60.0,3,1,0.0,6,33.3,0,2,,,,,13.4,56.1,68.6,56.0,,,,0,0,6,100.0,82.9,16.7,1,0,0,1,0,1,16.7,37,7.4,0,100.0,3,3,-1.7,1.53,0,0,0.0,100.0,3,0,0.0,3,16.7,0,1,,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,1.58
Luke Altmyer,146802,QB,OLE MISS,3,38.33,0,18,226,50.0,12,12,14.2,2.53,0,0,0.0,41.7,5,4,16.7,13,72.2,1,5,,,,,24.1,53.6,75.6,55.9,,52.2,,0,1,15,25.0,62.8,7.7,1,0,0,0,1,1,6.7,95,7.9,40.0,5,5,10.8,2.22,0,0,0.0,20.0,1,1,50.0,6,33.3,1,1,,,,,20.1,42.5,75.0,42.9,,52.2,,0,1,8,100.0,5.8,16.7,1,0,0,0,0,1,12.5,22,4.4,63.6,11,12,10.5,2.53,0,0,0.0,58.3,7,5,0.0,12,66.7,0,6,,,,,66.0,58.7,71.0,58.5,,,,0,0,13,0.0,126.0,0.0,0,0,0,1,2,1,7.7,103,8.6,0,75.0,4,5,0.0,2.14,0,0,0.0,60.0,3,2,0.0,5,27.8,0,2,,,,,64.2,42.3,68.6,42.4,,,,0,0,6,0.0,116.7,0.0,0,0,0,1,1,1,16.7,30,6.0,4.18
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,64.29,0,18,144,58.3,12,15,8.3,3.08,0,1,6.7,40.0,6,6,14.3,18,100.0,1,5,,,,,66.8,65.1,74.1,63.6,,61.8,,0,0,18,16.7,89.9,5.6,1,2,0,3,1,1,5.6,116,7.7,54.5,11,14,7.9,3.11,0,1,7.1,35.7,5,6,16.7,17,94.4,1,4,,,,,66.7,61.0,74.0,58.9,,61.8,,0,0,17,16.7,86.0,5.9,1,2,0,3,1,1,5.9,102,7.3,100.0,1,1,12.0,2.6,0,0,0.0,100.0,1,0,0.0,1,5.6,0,1,,,,,60.3,73.7,63.6,73.1,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.71
Justin Ibieta,123220,QB,TULANE,3,17.46,0,18,319,71.4,7,7,10.1,2.98,0,0,0.0,71.4,5,2,0.0,9,50.0,0,2,,,,,69.1,54.4,75.1,58.9,,52.8,,0,0,9,0.0,87.2,0.0,0,2,0,0,0,0,0.0,43,6.1,71.4,7,7,6.0,2.63,0,0,0.0,71.4,5,2,0.0,9,50.0,0,2,,,,,69.1,60.4,75.1,68.2,,52.8,,0,0,9,0.0,90.8,0.0,0,2,0,0,0,0,0.0,49,7.0,88.9,9,9,0.7,2.04,0,0,0.0,88.9,8,1,0.0,9,50.0,0,5,,,,,65.1,68.7,69.8,68.3,,,,0,0,9,0.0,107.9,0.0,0,0,0,0,0,0,0.0,89,9.9,0,88.9,9,9,-2.6,1.7,0,0,0.0,88.9,8,1,0.0,9,50.0,0,5,,,,,65.1,79.0,69.8,78.6,,,,0,0,9,0.0,110.6,0.0,0,0,0,0,0,0,0.0,95,10.6,2.89
Cam Fancher,145266,QB,MARSHALL,3,-16.67,0,17,214,40.0,5,8,14.6,3.22,1,0,0.0,25.0,2,6,0.0,11,64.7,0,2,,,,,73.4,78.6,74.9,53.2,,80.0,,0,0,11,33.3,45.3,18.2,2,1,0,2,0,0,0.0,35,4.4,80.0,5,6,6.2,2.78,0,0,0.0,66.7,4,4,0.0,9,52.9,0,1,,,,,73.4,84.0,74.8,60.5,,80.0,,0,0,10,50.0,79.9,22.2,2,1,0,1,0,0,0.0,32,5.3,66.7,6,8,6.8,2.78,1,0,0.0,50.0,4,2,0.0,8,47.1,0,3,,,,,64.9,56.9,69.5,56.8,,,,0,0,8,0.0,105.2,0.0,0,0,0,1,1,0,0.0,42,5.3,0,100.0,6,6,-0.2,1.97,0,0,0.0,100.0,6,0,0.0,6,35.3,0,2,,,,,64.6,66.6,69.1,66.3,,,,0,0,7,,133.3,0.0,0,0,0,0,1,0,0.0,39,6.5,-0.08
Parker Navarro,123758,QB,OHIO,2,-45.45,0,17,259,33.3,6,7,8.2,3.12,0,0,0.0,28.6,2,7,0.0,11,64.7,0,2,,,,,23.0,45.5,72.2,30.0,,68.0,,0,0,11,28.6,40.2,18.2,2,2,0,1,0,1,9.1,22,3.1,50.0,10,11,3.9,2.67,0,0,0.0,45.5,5,7,0.0,14,82.4,0,3,,,,,21.8,40.1,72.7,30.6,,64.6,,0,0,14,28.6,56.3,14.3,2,1,0,1,0,1,7.1,43,3.9,,0,1,,3.8,1,0,0.0,0.0,0,1,,3,17.6,0,1,,,,,9.4,32.3,66.6,28.6,,64.0,,0,0,3,100.0,39.6,33.3,1,1,0,0,0,1,33.3,0,0.0,0,75.0,4,5,-2.5,2.42,1,0,0.0,60.0,3,1,0.0,6,35.3,0,2,,,,,10.3,28.2,68.6,28.3,,,,0,0,6,100.0,69.6,16.7,1,0,0,0,0,1,16.7,21,4.2,-3.91
Cade Klubnik,156253,QB,CLEMSON,3,50.0,0,17,140,50.0,10,11,11.7,4.08,0,0,0.0,36.4,4,5,20.0,13,76.5,1,4,,,,,68.8,61.4,73.3,55.0,,66.9,,0,0,15,20.0,83.1,7.7,1,1,0,1,1,1,6.7,54,4.9,44.4,9,10,9.0,3.64,0,0,0.0,30.0,3,6,25.0,12,70.6,1,1,,,,,68.6,56.1,73.0,47.2,,66.9,,0,0,13,16.7,72.9,8.3,1,1,0,1,1,1,7.7,6,0.6,100.0,4,5,7.8,3.1,0,0,0.0,80.0,4,0,0.0,5,29.4,0,3,,,,,64.2,71.6,68.6,71.2,,,,0,0,6,,116.7,0.0,0,0,0,1,0,0,0.0,60,12.0,0,100.0,3,4,-1.7,1.55,0,0,0.0,75.0,3,1,0.0,4,23.5,0,0,,,,,63.3,61.6,67.4,61.4,,,,0,0,4,0.0,77.1,0.0,0,0,0,1,0,0,0.0,12,3.0,11.4
Desmond Trotter,83552,QB,S ALABAMA,2,-4.17,0,16,288,83.3,6,6,9.2,2.84,0,0,0.0,83.3,5,4,0.0,8,50.0,0,4,,,,,66.2,72.6,73.6,70.4,,63.3,,0,0,8,25.0,118.8,12.5,1,1,0,0,0,0,0.0,83,13.8,100.0,7,8,1.1,1.51,0,0,0.0,87.5,7,2,0.0,8,50.0,0,3,,,,,66.3,72.0,73.7,74.2,,59.1,,0,0,9,0.0,96.4,0.0,0,0,0,1,0,0,0.0,57,7.1,83.3,6,6,2.5,2.65,0,0,0.0,83.3,5,3,0.0,8,50.0,0,3,,,,,64.9,66.5,69.5,60.8,,64.0,,0,0,8,33.3,102.1,12.5,1,1,0,0,0,0,0.0,51,8.5,0,100.0,7,8,-4.6,1.33,0,0,0.0,87.5,7,1,0.0,8,50.0,0,2,,,,,65.1,65.3,69.8,65.0,,,,0,0,9,0.0,79.7,0.0,0,0,0,1,0,0,0.0,25,3.1,1.37
