player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Taysom Hill,12112,TE,NO,4,6,100.0,2,2,6.0,1.97,0,0,0.0,100.0,2,2,0.0,3,50.0,0,1,,,73.4,70.1,55.0,80.1,59.3,54.7,,,0,0,3,50.0,102.1,33.3,1,0,0,0,0,0,0.0,17,8.5,0,20,81.3,65.5,60.4,79.0,100.0,1,1,5.0,4.2,0,0,0.0,100.0,1,1,0.0,3,50.0,0,1,60.0,60.0,78.0,72.8,62.9,82.3,60.1,58.2,60.0,71.9,0,0,4,0.0,100.0,0.0,0,2,0,0,0,0,0.0,8,8.0,100.0,2,2,6.5,3.03,0,0,0.0,100.0,2,0,0.0,3,50.0,0,2,60.0,60.0,80.0,73.4,63.2,82.4,61.7,60.1,60.0,64.0,0,0,3,,110.4,0.0,0,1,0,0,0,0,0.0,21,10.5,0,100.0,1,1,4.0,3.13,0,0,0.0,100.0,1,3,0.0,3,50.0,0,0,,,68.3,68.8,54.1,80.0,58.9,51.2,,66.4,0,0,4,33.3,83.3,33.3,1,1,0,0,0,0,0.0,4,4.0
Drew Lock,39517,QB,SEA,1,6,33.3,3,4,11.0,1.98,1,0,0.0,25.0,1,1,0.0,4,66.7,0,1,,,,66.9,44.2,69.2,45.5,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,12,3.0,0,29,69.9,59.7,55.7,62.9,100.0,2,2,11.0,3.05,0,0,0.0,50.0,1,1,50.0,2,33.3,1,1,,,,63.6,72.8,66.9,71.5,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,51,25.5,33.3,3,4,14.7,2.35,1,0,0.0,0.0,0,0,100.0,4,66.7,1,0,,,,66.9,53.3,69.2,53.8,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,5.5,2.3,0,0,0.0,100.0,2,2,0.0,2,33.3,0,2,,,,63.6,61.6,66.9,61.4,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,63,31.5
Mitch Trubisky,11757,QB,PIT,1,5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,25,68.0,29.2,29.7,,60.0,5,5,5.4,2.38,0,0,0.0,60.0,3,1,0.0,5,100.0,0,1,,,,68.0,28.7,69.9,29.7,,,,0,0,5,0.0,67.1,0.0,0,0,0,0,0,1,20.0,18,3.6,75.0,4,4,5.5,2.4,0,0,0.0,75.0,3,0,0.0,4,80.0,0,1,,,,66.9,28.6,69.2,29.6,,,,0,0,4,,83.3,0.0,0,0,0,0,0,1,25.0,18,4.5,0,0.0,1,1,5.0,2.3,0,0,0.0,0.0,0,1,,1,20.0,0,0,,,,60.4,53.4,64.6,54.1,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Blaine Gabbert,6162,QB,KC,1,5,0.0,1,1,3.0,2.6,0,0,0.0,0.0,0,1,,1,20.0,0,0,,,,60.4,60.5,64.6,60.4,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,16,70.8,40.2,38.3,60.0,75.0,4,4,7.8,2.35,0,0,0.0,75.0,3,1,0.0,4,80.0,0,2,,,,68.0,34.2,69.9,36.4,,,,0,1,5,0.0,57.3,0.0,0,0,0,0,0,1,20.0,31,7.8,100.0,3,3,7.0,2.27,0,0,0.0,100.0,3,0,0.0,3,60.0,0,2,,,,66.9,74.9,69.2,73.5,,,,0,0,4,,109.7,0.0,0,0,0,0,0,0,0.0,31,10.3,0,0.0,2,2,6.5,2.6,0,0,0.0,0.0,0,2,,2,40.0,0,0,,,,63.6,20.9,66.9,22.7,,,,0,2,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Mike White,46453,QB,MIA,2,3,100.0,1,1,-7.0,1.8,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,17,70.7,46.2,40.0,61.0,50.0,2,2,21.5,2.4,0,1,50.0,50.0,1,0,0.0,2,66.7,0,1,,,,63.6,35.1,66.9,37.5,,,,0,1,2,,95.8,0.0,0,0,0,0,1,1,50.0,68,34.0,66.7,3,3,12.0,2.2,0,1,33.3,66.7,2,0,0.0,3,100.0,0,1,,,,65.5,38.1,68.2,40.0,,,,0,1,3,,109.7,0.0,0,0,0,0,1,1,33.3,67,22.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Aaron Rodgers,2241,QB,NYJ,1,2,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.4,53.0,64.6,53.9,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,22,65.5,39.4,41.1,,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,63.6,47.7,66.9,49.6,,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,65.5,39.2,68.2,41.1,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Derrick Henry,10679,HB,TEN,2,2,100.0,1,1,8.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,70.5,67.0,79.1,71.8,70.4,89.7,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0,31,88.2,84.3,66.0,79.6,0.0,1,1,22.0,3.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,76.5,70.6,64.3,78.5,57.4,68.3,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,15.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,78.0,72.0,72.8,77.8,66.0,83.0,,,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.7,61.2,61.3,73.4,,56.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tyler Huntley,46448,QB,BLT,2,2,0.0,1,1,25.0,2.1,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,60.4,49.3,64.6,50.4,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,3,66.1,44.1,50.4,53.8,,0,0,,4.2,0,0,,,0,0,,1,50.0,0,0,,,,60.4,55.9,64.6,,,,57.9,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0.0,1,1,25.0,3.15,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,63.6,45.7,66.9,50.4,,,57.9,0,0,2,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
C.J. Beathard,11859,QB,JAX,1,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,15,69.1,56.8,55.1,60.5,100.0,2,2,3.5,2.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,63.6,54.7,66.9,55.1,,,,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,100.0,2,2,3.5,2.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,63.6,54.7,66.9,55.1,,,,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Dontayvion Wicks,99711,WR,GB,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,70.2,75.7,,69.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,12,71.3,64.9,69.9,59.2,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,73.4,68.8,62.5,79.6,69.9,60.0,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,76.5,70.6,68.7,79.6,69.9,66.1,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,54.4,75.4,,54.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Johnny Hekker,7252,P,CAR,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,5,60.4,60.8,60.3,,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.8,65.7,60.3,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.8,65.7,60.3,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Nathan Peterman,11926,QB,CHI,1,1,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,6,65.2,58.4,60.0,60.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jake Browning,46401,QB,CIN,1,1,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.4,54.5,64.6,55.1,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,7,64.5,55.2,55.1,60.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.4,54.5,64.6,55.1,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Devin Singletary,40485,HB,HST,1,1,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.4,65.7,76.0,69.5,54.8,,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,0,13,82.7,55.4,69.5,57.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,45.8,68.0,54.0,81.6,,43.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,29.9,64.0,53.0,80.9,,41.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,70.5,67.0,63.2,77.9,69.5,57.4,,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0
Logan Cooke,29214,P,JAX,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,15,60.4,70.3,66.9,,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.3,65.7,66.9,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.3,65.7,66.9,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Christian Kirk,47546,WR,JAX,1,1,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,38.4,19.7,54.0,80.8,60.0,55.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,15,32.8,71.4,60.0,63.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,87.6,76.5,77.1,83.3,,76.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,71.4,77.6,76.5,84.5,60.0,77.0,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,13.9,54.7,78.3,,54.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Parris Campbell,47940,WR,NYG,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,47.8,76.1,,48.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,21,74.5,50.7,60.0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,64.4,73.0,52.9,79.7,60.0,53.3,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,60.2,71.5,48.0,78.2,,48.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,74.6,69.5,55.2,78.2,60.0,55.6,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Cedrick Wilson Jr.,48170,WR,MIA,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,45.5,73.1,,51.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,17,71.4,63.2,60.0,,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,75.6,70.1,69.3,78.2,60.0,71.9,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,75.6,69.5,65.9,77.4,,70.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,,60.4,53.9,75.0,60.0,55.5,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Sam Darnold,29048,QB,SF,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,28,70.4,63.5,60.4,61.3,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Malik Cunningham,60436,QB,NE,1,1,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,60.4,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,19,60.4,53.7,60.0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.5,66.4,,56.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.5,66.4,,56.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,60.4,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Josh Jacobs,45953,HB,LV,1,1,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,72.1,68.0,57.7,77.5,60.0,64.3,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,23,89.9,63.2,60.0,61.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,72.1,74.9,64.6,80.3,,67.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.2,75.5,67.8,80.8,,71.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,64.7,63.8,47.6,76.4,60.0,53.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Kadarius Toney,61245,WR,KC,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,75.6,69.5,79.0,73.6,,77.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,16,25.8,63.4,55.1,49.0,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,43.5,20.8,58.5,78.5,55.1,59.3,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,54.3,23.2,69.3,77.4,,68.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,64.7,63.8,54.6,76.1,55.1,56.5,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Godwin,11839,WR,TB,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,77.3,70.6,84.7,79.3,,82.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,30,77.5,80.8,49.6,,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,86.1,75.9,76.7,83.9,49.6,76.6,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,86.1,75.9,79.2,84.1,49.6,79.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,77.3,70.6,78.8,79.3,,77.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Clayton Tune,77652,QB,ARZ,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,1,60.4,60.6,60.4,,100.0,1,1,4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.6,64.6,60.4,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,1,4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.6,64.6,60.4,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Drake London,86519,WR,ATL,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,54.5,70.1,74.1,78.8,,72.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,2,77.0,76.9,69.5,,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,85.3,75.6,76.4,83.4,69.5,74.2,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.9,75.7,73.4,82.5,,72.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,74.6,69.5,79.9,80.8,69.5,76.7,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0
Keenan Allen,7857,WR,LAC,1,1,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,84.9,75.3,81.9,81.2,73.6,81.7,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,0,27,35.2,82.8,73.6,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.2,25.9,78.7,33.4,,79.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,80.8,77.7,81.5,82.9,73.6,81.6,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,78.7,20.4,77.9,4.2,,77.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
